"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2014.MMP00154,2014.MMP00154163,Mediterranean,"Sat, 07/19/2014 - 12:00",2014,July,,151,151,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Between Libya and Malta","IOM Libya, Voice of America","34.5821, 14.2163","Central Mediterranean",http://www.voanews.com/content/scores-of-migrants-murdered-on-smuggler-boat/1965217.html,Uncategorized,4
2014.MMP00156,2014.MMP00156,Mediterranean,"Mon, 07/21/2014 - 12:00",2014,July,5,14,19,61,,,,Unknown,Drowning,Unknown,"South of Sicily","Malta Today","36.3557, 14","Central Mediterranean",http://bit.ly/1kPk5Bh,Uncategorized,1
2014.MMP00157,2014.MMP00157,Europe,"Thu, 07/24/2014 - 12:00",2014,July,1,,1,,,1,,"Eastern Africa","Vehicle accident / death linked to hazardous transport",Eritrea,"Abandoned airfield outside Downham Market, England, UK","The independent","50.9584, 0","English Channel to the UK",http://ind.pn/1ArBv2L,"Northern Europe",1
2014.MMP00158,2014.MMP00158,"North America","Thu, 07/24/2014 - 12:00",2014,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.651, -111.6385","US-Mexico border crossing",,"Northern America",5
2014.MMP00159,2014.MMP00159,"North America","Sat, 07/26/2014 - 12:00",2014,July,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.37387, -113.14252","US-Mexico border crossing",,"Northern America",5
2014.MMP00160,2014.MMP00160,"North America","Sun, 07/27/2014 - 12:00",2014,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.532056, -111.533472","US-Mexico border crossing",,"Northern America",5
2014.MMP00162,2014.MMP00162,Mediterranean,"Mon, 07/28/2014 - 12:00",2014,July,20,108,128,22,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"60 miles off the coast of Al Khums, Libya",ANSAMed,"34.4666, 14","Central Mediterranean",http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/07/30/shipwreck-off-libya-20-dead-and-dozens-missing_eff2b88f-dd09-429a-8657-616223095d74.html,Uncategorized,1
2014.MMP00163,2014.MMP00163,"North America","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,1,1,"Central America","Accidental death",Mexico,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.6488, -110.697817","US-Mexico border crossing",,"Northern America",5
2014.MMP00164,2014.MMP00164,"North America","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.83222, -112.05419","US-Mexico border crossing",,"Northern America",5
2014.MMP00165,2014.MMP00165,"North America","Thu, 07/31/2014 - 12:00",2014,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.949573, -112.871417","US-Mexico border crossing",,"Northern America",5
2014.MMP00166,2014.MMP00166,"Northern Africa","Thu, 07/31/2014 - 12:00",2014,July,1,,1,,,,,Unknown,Violence,Unknown,"Unspecified location, Libya",MHub,"26.163979, 11.855727","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00167,2014.MMP00167,"Southern Asia","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,,,"Western / Southern Asia (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Mountains, Iran",MHub,"37.414959, 48.122069",,,"Southern Asia",2
2014.MMP00168,2014.MMP00168,"Central America","Fri, 08/01/2014 - 12:00",2014,August,1,,1,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Acatlan de Perez Figueroa, Oaxaca, Mexico","Imagen del Golfo","18.539117, -96.606006",,http://bit.ly/1SMpddB,"Central America",1
2014.MMP00169,2014.MMP00169,"North America","Fri, 08/01/2014 - 12:00",2014,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.26839, -111.4741","US-Mexico border crossing",,"Northern America",5
2014.MMP00170,2014.MMP00170,Mediterranean,"Sun, 08/03/2014 - 12:00",2014,August,2,170,172,200,1,,1,"Western Asia",Drowning,"Syrian Arab Republic","50 miles off Libyan coast","IOM Rome Office","33.499179, 15.490763","Central Mediterranean",,Uncategorized,4
2014.MMP00171,2014.MMP00171,"North America","Mon, 08/04/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.04927, -111.56971","US-Mexico border crossing",,"Northern America",5
2014.MMP00172,2014.MMP00172,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.54141, -111.526","US-Mexico border crossing",,"Northern America",5
2014.MMP00173,2014.MMP00173,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.197083, -113.05333","US-Mexico border crossing",,"Northern America",5
2014.MMP00174,2014.MMP00174,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.685017, -111.997183","US-Mexico border crossing",,"Northern America",5
2014.MMP00175,2014.MMP00175,Europe,"Sat, 08/16/2014 - 12:00",2014,August,1,,1,34,,1,,"Southern Asia",Violence,Afghanistan,"Dead body found shipping container in Tilbury docks, Essex, UK","News Letter  - The Pride of Northern Ireland","51.4616, 0.345211","English Channel to the UK",http://bit.ly/1sbXSrf,"Northern Europe",1
2014.MMP00176,2014.MMP00176,"North America","Mon, 08/18/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.63525, -111.78028","US-Mexico border crossing",,"Northern America",5
2014.MMP00177,2014.MMP00177,"North America","Thu, 08/21/2014 - 12:00",2014,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.489567, -111.461233","US-Mexico border crossing",,"Northern America",5
2014.MMP00178,2014.MMP00178,Mediterranean,"Sun, 08/24/2014 - 12:00",2014,August,170,81,251,19,,,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"Off shores of al-Qarbouli, 50km east of Tripoli","Aljazeera, Telegraph, IOM, UNHCR","32.9212, 13.7659","Central Mediterranean","http://bit.ly/1vYmAHV, http://bit.ly/1q1nsv3",Uncategorized,4
2014.MMP00179,2014.MMP00179,Mediterranean,"Sat, 08/23/2014 - 12:00",2014,August,18,8,26,73,,26,,Unknown,Drowning,"Mali, Côte d'Ivoire, Guinea, Sudan, Syrian Arab Republic, Eritrea, Somalia, Libya, Palestinian Territories","Central Med off the coast of Italy","IOM Rome and Yahoo! News","35.2823, 15.8752","Central Mediterranean",http://yhoo.it/1rsNKbN,Uncategorized,4
2014.MMP00180,2014.MMP00180,Caribbean,"Sun, 08/24/2014 - 12:00",2014,August,4,5,9,,,4,,Caribbean,Drowning,Cuba,"20 miles east of Hollywood Beach, Florida","Washington Times","25.8709, -80","Caribbean to US",http://bit.ly/1ujqpZw,Caribbean,1
2014.MMP00181,2014.MMP00181,Mediterranean,"Sun, 08/24/2014 - 12:00",2014,August,24,,24,364,,,,Unknown,Drowning,Unknown,"Unspecified location between North Africa and Italy.","IOM Rome and UNCHR","34.5671, 14.0625","Central Mediterranean",http://www.unhcr.org/53fc58969.html,Uncategorized,4
2014.MMP00182,2014.MMP00182,Mediterranean,"Fri, 08/22/2014 - 12:00",2014,August,1,,1,,,,,Unknown,"Mixed or unknown",Unknown,"Unspecified location between North Africa and Italy. Body brought to Calabria.","IOM Rome","34.3134, 16.9189","Central Mediterranean",,Uncategorized,4
2014.MMP00183,2014.MMP00183,Caribbean,"Mon, 08/25/2014 - 12:00",2014,August,1,0,1,19,1,,,Caribbean,Drowning,Haiti,"Hillsboro Beach, Florida","Miami Herald","26.2937, -80","Caribbean to US",http://hrld.us/VLRkz8,Caribbean,1
2014.MMP00184,2014.MMP00184,"North America","Fri, 08/22/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.03905, -112.12708","US-Mexico border crossing",,"Northern America",5
2014.MMP00185,2014.MMP00185,"North America","Mon, 08/25/2014 - 12:00",2014,August,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.299867, -111.47552","US-Mexico border crossing",,"Northern America",5
2014.MMP00186,2014.MMP00186,Caribbean,"Thu, 08/28/2014 - 12:00",2014,August,,23,23,,,,,Caribbean,Drowning,"Dominican Republic, Haiti","Mona passage trying to reach Puerto Rico","Dominican Today","18.3459, -67.8186",,http://bit.ly/1tm0i4I,Caribbean,1
2014.MMP00187,2014.MMP00187,"North America","Wed, 08/27/2014 - 12:00",2014,August,44,,44,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Brooks County, Texas, USA","Brooks County Sheriff’s Office, cited in Valley Morning Star","27.033656, -98.233616","US-Mexico border crossing",http://bit.ly/1CfZmS9,"Northern America",5
2014.MMP00188,2014.MMP00188,Caribbean,"Sun, 08/31/2014 - 12:00",2014,August,11,6,17,15,1,1,1,Caribbean,"Mixed or unknown",Cuba,"Off Mexican coast","Yahoo! News","23.6244, -86.2866",,http://yhoo.it/1BItUZD,Caribbean,3
2014.MMP00189,2014.MMP00189,Mediterranean,"Fri, 08/29/2014 - 12:00",2014,August,42,,42,,8,,5,"Western Asia",Drowning,"Syrian Arab Republic","Tunisian sea near maritime border with Libya",AFP,"33.5111, 12","Central Mediterranean",http://bit.ly/1ox76Vp,Uncategorized,1
2014.MMP00190,2014.MMP00190,Mediterranean,"Sun, 08/31/2014 - 12:00",2014,August,,100,100,,,,,Unknown,Drowning,,"Off the shore of al-Qarbouli, Libya","Press Association","32.8879, 14","Central Mediterranean",http://bit.ly/1CfRXCk,Uncategorized,1
2014.MMP00191,2014.MMP00191,"Northern Africa","Sun, 08/31/2014 - 12:00",2014,August,1,,1,,,,,Unknown,Violence,Unknown,"Unspecified location, Libya",MHub,"27.922369, 15","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00192,2014.MMP00192,"Northern Africa","Sun, 08/31/2014 - 12:00",2014,August,1,,1,,,,,Unknown,"Vehicle accident / death linked to hazardous transport",Unknown,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"22.659193, 11","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00193,2014.MMP00193,"Northern Africa","Sun, 08/31/2014 - 12:00",2014,August,1,,1,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Sahara Desert, between Khartoum, Sudan and Bani Walid, Libya",MHub,"19.5197871, 27","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00194,2014.MMP00194,"Central America","Sun, 08/31/2014 - 12:00",2014,August,64,,64,,,,,"Central America","Mixed or unknown","El Salvador","Mexico (likely)","Permanent Mission of el Salvador to the UN in Geneva - Felix Ulloa","19.1452, -101.074",,,"Central America",4
2014.MMP00195,2014.MMP00195,"Central America","Mon, 09/01/2014 - 12:00",2014,September,2,,2,17,,,,Caribbean,Drowning,Cuba,"off the coast of the Yucatan, Mexico",Notitarde,"21.897364, -88.384764",,http://bit.ly/23wV5tI,"Central America",1
2014.MMP00196,2014.MMP00196,"North America","Wed, 09/03/2014 - 12:00",2014,September,1,0,1,0,,1,,"Central America","Mixed or unknown",Mexico,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.93067, -112.07349","US-Mexico border crossing",,"Northern America",5
2014.MMP00197,2014.MMP00197,"North America","Sat, 09/06/2014 - 12:00",2014,September,1,0,1,0,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.33915, -109.549239","US-Mexico border crossing",,"Northern America",5
2014.MMP00198,2014.MMP00198,"North America","Sun, 09/07/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.00936, -113.02776","US-Mexico border crossing",,"Northern America",5
2014.MMP00199,2014.MMP00199,"Central America","Mon, 09/08/2014 - 12:00",2014,September,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",Unknown,"Train tracks in Izúcar de Matamoros, Puebla, Mexico","La Zafra Noticias","18.600776, -98.463359",,http://bit.ly/2aTGsaz,"Central America",1
2014.MMP00200,2014.MMP00200,"Eastern Asia","Tue, 09/09/2014 - 12:00",2014,September,,9,9,1,,,,"Eastern Asia",Drowning,China,"Off the coast of Southern China between Zhuhai and Macao","China Central Television (eng); China News Service (eng) (ECNS)","22.2344, 114",,"http://bit.ly/1BrewCC, http://bit.ly/1qUiMHJ","Eastern Asia",3
2014.MMP00201,2014.MMP00201,"North America","Wed, 09/10/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.35267, -113.163509","US-Mexico border crossing",,"Northern America",5
2014.MMP00202,2014.MMP00202,"North America","Wed, 09/10/2014 - 12:00",2014,September,1,,1,,,1,,"Central America",Drowning,Mexico,"Canal near Bentsen-Rio Grande Valley State Park in Mission, Texas, USA","Action 4 News","26.185052, -98.379882","US-Mexico border crossing",http://bit.ly/1trr9aI,"Northern America",1
2014.MMP00203,2014.MMP00203,"North America","Thu, 09/11/2014 - 12:00",2014,September,1,0,1,0,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.6185, -112.33998","US-Mexico border crossing",,"Northern America",5
2014.MMP00204,2014.MMP00204,Mediterranean,"Fri, 09/12/2014 - 12:00",2014,September,3,497,500,10,,,,Mixed,Drowning,"Syrian Arab Republic, Palestinian Territories, Egypt, Sudan","Unspecified location between Libya and Italy","IOM Italy","33.9069, 14.4141","Central Mediterranean","http://bit.ly/YLO09p, http://bit.ly/1pgJfts",Uncategorized,4
2014.MMP00205,2014.MMP00205,Mediterranean,"Fri, 09/12/2014 - 12:00",2014,September,2,16,18,12,,,1,Unknown,Drowning,Unknown,"300 Miles SE of Malta","Il Fatto Cronaca","34.9853, 16.106","Central Mediterranean",https://archive.vn/wip/r2LBL,Uncategorized,3
2014.MMP00206,2014.MMP00206,"North America","Fri, 09/12/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.76753, -112.051033","US-Mexico border crossing",,"Northern America",5
2014.MMP00207,2014.MMP00207214,Mediterranean,"Sun, 09/14/2014 - 12:00",2014,September,15,,15,72,,,,"Western Asia",Drowning,"State of Palestine","Off coast of Alexandria, Egypt","Palestinian News Network","31.5253, 29.6864","Central Mediterranean",http://bit.ly/1wwpzuk,Uncategorized,4
2014.MMP00207,2014.MMP00207215,Mediterranean,"Sun, 09/14/2014 - 12:00",2014,September,,73,73,,,,,Mixed,Drowning,"State of Palestine, Syrian Arab Republic, Egypt","Off coast of Alexandria, Egypt","Palestinian News Network","31.5253, 29.6864","Central Mediterranean",http://bit.ly/1wwpzuk,Uncategorized,4
2014.MMP00208,2014.MMP00208,Mediterranean,"Sun, 09/14/2014 - 12:00",2014,September,70,94,164,36,,,1,Unknown,Drowning,Unknown,"Off coast of Libya, near Tajoura","IOM, Italian Coast Guard, Al Wasat","33.5048, 13.8702","Central Mediterranean","http://bit.ly/X7sOsLp, http://bit.ly/X7sOsL, https://archive.vn/TAb5f",Uncategorized,4
2014.MMP00209,2014.MMP00209,Mediterranean,"Sun, 09/21/2014 - 12:00",2014,September,10,33,43,55,,,,Unknown,Drowning,Unknown,"Off coast of Libya","UNHCR News Today","33.6053, 16.9684","Central Mediterranean",http://bit.ly/1qZeYpE,Uncategorized,4
2014.MMP00210,2014.MMP00210,"North America","Tue, 09/23/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.75811, -111.68045","US-Mexico border crossing",,"Northern America",5
2014.MMP00211,2014.MMP00211,"Western Asia","Wed, 09/24/2014 - 12:00",2014,September,1,,1,,,1,1,"Western Asia",Violence,"Syrian Arab Republic","Syria - Turkey border, at Kobani Tel Shair","Human Rights Watch","36.89501978, 38","Syria to Türkiye",https://bit.ly/1LvKoIA,"Western Asia",4
2014.MMP00212,2014.MMP00212,"Western Asia","Wed, 09/24/2014 - 12:00",2014,September,2,,2,,,2,1,"Western Asia",Violence,"Syrian Arab Republic","Syria - Turkey border, at Kobani Tel Shair","Human Rights Watch","36.89090973, 38","Syria to Türkiye",https://bit.ly/1LvKoIA,"Western Asia",4
2014.MMP00213,2014.MMP00213,"North America","Thu, 09/25/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.15356, -112.02004","US-Mexico border crossing",,"Northern America",5
2014.MMP00214,2014.MMP00214,"North America","Thu, 09/25/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.1823, -113.1603","US-Mexico border crossing",,"Northern America",5
2014.MMP00215,2014.MMP00215,"North America","Fri, 09/26/2014 - 12:00",2014,September,1,0,1,0,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.763, -111.9822","US-Mexico border crossing",,"Northern America",5
2014.MMP00216,2014.MMP00216,Mediterranean,"Wed, 10/01/2014 - 12:00",2014,October,2,6,8,,,1,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Strait between Morocco and Spain",AFP,"35.9858, -5.39635","Western Mediterranean",http://bit.ly/1vClhQj,Uncategorized,1
2014.MMP00218,2014.MMP00218,"Eastern Africa","Thu, 10/02/2014 - 12:00",2014,October,64,,64,,,,,"Eastern Africa",Drowning,Unknown,"Gulf of Aden off the coast of Somalia - EHOA-Yemen crossing",UNHCR,"12.7047, 49.4824","Eastern Route to/from EHOA",http://www.unhcr.org/5440ff676.html,Uncategorized,4
2014.MMP00219,2014.MMP00219,Mediterranean,"Thu, 10/02/2014 - 12:00",2014,October,10,85,95,85,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Off cost of Libya (3 nautical miles off Guarabouli)","Hyrriet Daily News","33.5963, 14.6338","Central Mediterranean",https://archive.vn/wip/V7HE9,Uncategorized,1
2014.MMP00220,2014.MMP00220,Caribbean,"Mon, 10/06/2014 - 12:00",2014,October,,2,2,3,,,,Caribbean,Drowning,Unknown,"Unspecified location off the coast of Miami Beach, Florida","US Coast guard","25.7529, -79.8528","Caribbean to US",https://archive.vn/wip/y1fG1,Caribbean,3
2014.MMP00221,2014.MMP00221,Mediterranean,"Fri, 10/10/2014 - 12:00",2014,October,3,,3,646,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Unspecified location in the Central Mediterranean",spyghana,"35.898, 15.4907","Central Mediterranean",https://www.newsghana.com.gh/french-sailor-saves-migrants-adrift-mediterranean/,Uncategorized,1
2014.MMP00222,2014.MMP00222,Europe,"Thu, 07/10/2014 - 12:00",2014,July,1,,1,,,1,,"Western Asia",Drowning,"Syrian Arab Republic","Body recovered near Lisa, Norway on 02.01.2015",Dagbladet,"50.9815873, 1.810620814","English Channel to the UK","https://bit.ly/2LI6ELU, https://bbc.in/2Z3WuvQ, https://archive.vn/pTnr0",Uncategorized,3
2014.MMP00223,2014.MMP00223,Europe,"Thu, 07/10/2014 - 12:00",2014,July,1,,1,,,1,,"Western Asia",Drowning,"Syrian Arab Republic","Body recovered on Texel, Netherlands on 27.10.2014",Dagbladet,"51.00534374, 1.826413661","English Channel to the UK","https://bit.ly/2LI6ELU, https://bbc.in/2Z3WuvQ, https://archive.vn/pTnr0",Uncategorized,3
2014.MMP00224,2014.MMP00224,"Central America","Sun, 10/12/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Santa Ana, Sonora, Mexico",InfoNogales,"30.5398333, -111.1196215",,http://bit.ly/1X6PLch,"Central America",1
2014.MMP00225,2014.MMP00225,"South-eastern Asia","Tue, 10/14/2014 - 12:00",2014,October,,4,4,,,4,,Unknown,Drowning,Unknown,"Thailand, north of Phuket","Phuketwan and Reuters","9.00988, 98.2892",,"http://bit.ly/1txbmNy, http://bit.ly/1xKzgmJ","South-eastern Asia",3
2014.MMP00226,2014.MMP00226,"Eastern Africa","Thu, 10/16/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Jalooba, Yemen - EHOA-Yemen crossing",SHS,"12.6082, 48.8232","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00227,2014.MMP00227,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Bin Sinaa, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 48","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00228,2014.MMP00228,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Bin Sinaa, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 48","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00229,2014.MMP00229,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Bin Sinaa, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 48","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00230,2014.MMP00230,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Bin Sinaa, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 48","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00231,2014.MMP00231,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Hasihasah, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 47.9224","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00232,2014.MMP00232,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Harow, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 47.9224","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00233,2014.MMP00233,"Eastern Africa","Fri, 10/17/2014 - 12:00",2014,October,1,,1,,,1,,"Eastern Africa",Drowning,Unknown,"Between Bosaso, Somalia and Muwaisaa, Yemen - EHOA-Yemen crossing",SHS,"12.5331, 47.9224","Eastern Route to/from EHOA",http://shsyemen.org/en/,Uncategorized,4
2014.MMP00234,2014.MMP00234,Europe,"Mon, 10/20/2014 - 12:00",2014,October,1,,1,,1,0,1,"Eastern Africa","Vehicle accident / death linked to hazardous transport",Ethiopia,"A16 Motorway, Port of Calais, France",KentOnline,"50.951314, 1.85869","English Channel to the UK","http://bit.ly/1tj1pkQ, https://archive.vn/Qblop","Western Europe",3
2014.MMP00235,2014.MMP00235,Europe,"Fri, 10/24/2014 - 12:00",2014,October,1,,1,,,1,,"Northern Africa","Vehicle accident / death linked to hazardous transport",Sudan,"Calais, France","Institute for Race Relactions, Calais Migrant Solidarity","50.9513, 1.85869","English Channel to the UK",https://archive.vn/pTnr0,"Western Europe",4
2014.MMP00236,2014.MMP00236,Caribbean,"Mon, 10/27/2014 - 12:00",2014,October,,2,2,11,,,,Caribbean,Drowning,Cuba,"24 miles south of Miami, Florida","NY Times","24.5671, -80.321","Caribbean to US",http://nyti.ms/1ztzz96,Caribbean,1
2014.MMP00237,2014.MMP00237,Mediterranean,"Wed, 10/29/2014 - 12:00",2014,October,,20,20,93,,,,Unknown,Drowning,Unknown,"off the coast of Libya","Mail Online and IOM Rome","33.34957847, 13.75960838","Central Mediterranean",http://dailym.ai/1EczOFt,Uncategorized,4
2014.MMP00238,2014.MMP00238,"Central America","Fri, 10/31/2014 - 12:00",2014,October,41,,41,,4,12,,"Central America","Mixed or unknown",Guatemala,"Various locations in Mexico","Minitry of External Relations, Government of Guatemala","23.6345, -102.553",,,"Central America",5
